# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  990fc6a
# trials  6000 injected per cell
#
# A property of the ALGORITHM, not of any machine.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
ACC 16384 1024 2 8 5.00 0.9200 410.5 1.000 8.2850e-04
ACC 16384 1024 2 8 5.00 0.9700 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 5.00 0.9700 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 5.00 0.9700 100.6 0.970 3.9231e-04
ACC 16384 1024 2 8 5.00 0.9700 100.6 1.000 1.1769e-03
ACC 16384 1024 2 8 5.00 0.9700 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 5.00 0.9700 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 5.00 0.9700 410.5 0.970 4.1580e-04
ACC 16384 1024 2 8 5.00 0.9700 410.5 1.000 4.9896e-03
ACC 16384 1024 2 8 5.50 0.8500 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.8500 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.8500 100.6 0.970 0.0000e+00
ACC 16384 1024 2 8 5.50 0.8500 100.6 1.000 4.0850e-04
ACC 16384 1024 2 8 5.50 0.8500 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.8500 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.8500 410.5 0.970 4.3085e-04
ACC 16384 1024 2 8 5.50 0.8500 410.5 1.000 8.6170e-04
ACC 16384 1024 2 8 5.50 0.9200 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9200 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9200 100.6 0.970 4.0145e-04
ACC 16384 1024 2 8 5.50 0.9200 100.6 1.000 4.0145e-04
ACC 16384 1024 2 8 5.50 0.9200 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9200 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9200 410.5 0.970 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9200 410.5 1.000 1.7116e-03
ACC 16384 1024 2 8 5.50 0.9700 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9700 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9700 100.6 0.970 4.0535e-04
ACC 16384 1024 2 8 5.50 0.9700 100.6 1.000 1.2161e-03
ACC 16384 1024 2 8 5.50 0.9700 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9700 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 5.50 0.9700 410.5 0.970 4.2772e-04
ACC 16384 1024 2 8 5.50 0.9700 410.5 1.000 5.1326e-03
ACC 16384 1024 2 8 6.00 0.8500 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.8500 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.00 0.8500 100.6 0.970 0.0000e+00
ACC 16384 1024 2 8 6.00 0.8500 100.6 1.000 8.4710e-04
ACC 16384 1024 2 8 6.00 0.8500 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.8500 410.5 0.940 4.3592e-04
ACC 16384 1024 2 8 6.00 0.8500 410.5 0.970 4.3592e-04
ACC 16384 1024 2 8 6.00 0.8500 410.5 1.000 8.7184e-04
ACC 16384 1024 2 8 6.00 0.9200 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9200 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9200 100.6 0.970 4.1442e-04
ACC 16384 1024 2 8 6.00 0.9200 100.6 1.000 4.1442e-04
ACC 16384 1024 2 8 6.00 0.9200 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9200 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9200 410.5 0.970 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9200 410.5 1.000 8.7184e-04
ACC 16384 1024 2 8 6.00 0.9700 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9700 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9700 100.6 0.970 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9700 100.6 1.000 1.2428e-03
ACC 16384 1024 2 8 6.00 0.9700 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9700 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 6.00 0.9700 410.5 0.970 4.3516e-04
ACC 16384 1024 2 8 6.00 0.9700 410.5 1.000 4.7868e-03
ACC 16384 1024 2 8 6.50 0.8500 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.8500 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.8500 100.6 0.970 0.0000e+00
ACC 16384 1024 2 8 6.50 0.8500 100.6 1.000 4.3365e-04
ACC 16384 1024 2 8 6.50 0.8500 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.8500 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.8500 410.5 0.970 4.4033e-04
ACC 16384 1024 2 8 6.50 0.8500 410.5 1.000 8.8067e-04
ACC 16384 1024 2 8 6.50 0.9200 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9200 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9200 100.6 0.970 4.2626e-04
ACC 16384 1024 2 8 6.50 0.9200 100.6 1.000 8.5251e-04
ACC 16384 1024 2 8 6.50 0.9200 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9200 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9200 410.5 0.970 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9200 410.5 1.000 8.8222e-04
ACC 16384 1024 2 8 6.50 0.9700 100.6 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 100.6 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 100.6 0.970 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 100.6 1.000 1.2594e-03
ACC 16384 1024 2 8 6.50 0.9700 410.5 0.900 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 410.5 0.940 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 410.5 0.970 0.0000e+00
ACC 16384 1024 2 8 6.50 0.9700 410.5 1.000 5.3050e-03
ACC 16384 2048 2 4 5.00 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.8500 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 208.6 1.000 3.9432e-04
ACC 16384 2048 2 4 5.00 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9200 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 208.6 1.000 7.9020e-04
ACC 16384 2048 2 4 5.00 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.00 0.9700 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.8500 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 208.6 1.000 4.1203e-04
ACC 16384 2048 2 4 5.50 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9200 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 5.50 0.9700 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.8500 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 208.6 1.000 4.2355e-04
ACC 16384 2048 2 4 6.00 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9200 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.00 0.9700 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.8500 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 208.6 1.000 4.3271e-04
ACC 16384 2048 2 4 6.50 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9200 820.5 1.000 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 208.6 1.000 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 4 6.50 0.9700 820.5 1.000 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.8500 820.5 1.000 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 208.6 1.000 3.9432e-04
ACC 16384 2048 2 8 5.00 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9200 820.5 1.000 4.1736e-04
ACC 16384 2048 2 8 5.00 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 208.6 1.000 1.5804e-03
ACC 16384 2048 2 8 5.00 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 5.00 0.9700 820.5 1.000 1.2542e-03
ACC 16384 2048 2 8 5.50 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 208.6 1.000 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 5.50 0.8500 820.5 1.000 4.3103e-04
ACC 16384 2048 2 8 5.50 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9200 208.6 1.000 4.1203e-04
ACC 16384 2048 2 8 5.50 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9200 820.5 0.970 8.6356e-04
ACC 16384 2048 2 8 5.50 0.9200 820.5 1.000 1.2953e-03
ACC 16384 2048 2 8 5.50 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 208.6 1.000 8.1566e-04
ACC 16384 2048 2 8 5.50 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 5.50 0.9700 820.5 1.000 2.1515e-03
ACC 16384 2048 2 8 6.00 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 208.6 1.000 4.2937e-04
ACC 16384 2048 2 8 6.00 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 6.00 0.8500 820.5 1.000 4.3783e-04
ACC 16384 2048 2 8 6.00 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9200 208.6 1.000 8.4710e-04
ACC 16384 2048 2 8 6.00 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9200 820.5 0.970 8.7527e-04
ACC 16384 2048 2 8 6.00 0.9200 820.5 1.000 1.3129e-03
ACC 16384 2048 2 8 6.00 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 208.6 1.000 1.2464e-03
ACC 16384 2048 2 8 6.00 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 6.00 0.9700 820.5 1.000 2.6212e-03
ACC 16384 2048 2 8 6.50 0.8500 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 208.6 1.000 4.3802e-04
ACC 16384 2048 2 8 6.50 0.8500 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 6.50 0.8500 820.5 1.000 4.4405e-04
ACC 16384 2048 2 8 6.50 0.9200 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9200 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9200 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9200 208.6 1.000 8.6543e-04
ACC 16384 2048 2 8 6.50 0.9200 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9200 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9200 820.5 0.970 8.8535e-04
ACC 16384 2048 2 8 6.50 0.9200 820.5 1.000 1.3280e-03
ACC 16384 2048 2 8 6.50 0.9700 208.6 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 208.6 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 208.6 0.970 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 208.6 1.000 4.2301e-04
ACC 16384 2048 2 8 6.50 0.9700 820.5 0.900 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 820.5 0.940 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 820.5 0.970 0.0000e+00
ACC 16384 2048 2 8 6.50 0.9700 820.5 1.000 2.6513e-03
ACC 16384 4096 2 4 5.00 0.8500 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.8500 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9200 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.00 0.9700 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 416.6 1.000 4.3159e-04
ACC 16384 4096 2 4 5.50 0.8500 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.8500 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9200 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 5.50 0.9700 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 416.6 1.000 8.8456e-04
ACC 16384 4096 2 4 6.00 0.8500 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 6.00 0.8500 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 1640.5 0.970 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9200 1640.5 1.000 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 416.6 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 416.6 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 416.6 0.970 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 416.6 1.000 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 1640.5 0.900 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 1640.5 0.940 0.0000e+00
ACC 16384 4096 2 4 6.00 0.9700 1640.5 0.970 0.0000e+00
